,Accession,ncbi_AS_scores,ncbi_SH_scores,ncbi_diff_scores,ncbi_pred_class
495,NOS98153.1,823.0,621.6,201.39999999999998,1
496,WP_132437780.1,851.4,619.4,232.0,1
497,XP_008714632.1,829.3,605.0,224.29999999999995,1
498,WP_035924662.1,846.6,626.2,220.39999999999998,1
499,WP_185038946.1,851.1,618.9,232.20000000000005,1
500,XP_007758113.1,843.4,614.9,228.5,1
501,WP_056595653.1,859.1,627.3,231.80000000000007,1
502,ROQ54575.1,850.1,619.2,230.89999999999998,1
503,NOT64677.1,823.2,620.7,202.5,1
504,WP_176337235.1,846.1,626.3,219.80000000000007,1
505,WP_123447725.1,850.3,618.7,231.5999999999999,1
506,ROS25140.1,851.2,618.8,232.4000000000001,1
507,WP_115163638.1,845.6,626.6,219.0,1
508,WP_017831740.1,845.9,626.7,219.19999999999993,1
509,WP_126347049.1,845.5,626.1,219.39999999999998,1
510,WP_109221599.1,845.5,626.0,219.5,1
511,GGG46531.1,854.1,640.7,213.39999999999998,1
512,XP_013261766.1,841.7,617.7,224.0,1
513,WP_133963204.1,848.4,617.1,231.29999999999995,1
514,WP_123734110.1,850.0,619.3,230.70000000000005,1
515,WP_104271486.1,844.4,605.9,238.5,1
516,XP_016252475.1,848.2,622.1,226.10000000000002,1
517,WP_133409929.1,845.7,626.7,219.0,1
518,WP_112254978.1,847.8,624.0,223.79999999999995,1
519,WP_199281574.1,840.4,614.0,226.39999999999998,1
520,OQV03697.1,847.9,622.3,225.60000000000002,1
521,WP_053548837.1,852.8,636.9,215.89999999999998,1
522,WP_101852992.1,848.7,624.8,223.9000000000001,1
523,WP_095650009.1,845.2,626.8,218.4000000000001,1
524,MBG6056025.1,838.8,612.6,226.19999999999993,1
525,KPL73089.1,930.3,676.5,253.79999999999995,1
526,WP_183420360.1,835.3,620.7,214.5999999999999,1
527,WP_058873340.1,846.0,626.9,219.10000000000002,1
528,WP_163288230.1,838.5,618.1,220.39999999999998,1
529,XP_022500117.1,844.2,620.9,223.30000000000007,1
530,MBA4102031.1,842.7,614.7,228.0,1
531,WP_014435062.1,943.4,696.6,246.79999999999995,1
532,WP_183533295.1,852.6,644.4,208.20000000000005,1
533,GFZ51142.1,829.6,601.5,228.10000000000002,1
534,WP_095797248.1,812.8,605.4,207.39999999999998,1
535,WP_159422313.1,849.9,619.7,230.19999999999993,1
536,WP_188534485.1,853.7,640.8,212.9000000000001,1
537,ODT09904.1,852.6,635.8,216.80000000000007,1
538,HDX31876.1,941.1,693.0,248.10000000000002,1
539,RSH91570.1,830.2,602.2,228.0,1
540,KIW67001.1,840.6,608.1,232.5,1
541,XP_016629618.1,847.6,617.5,230.10000000000002,1
542,NMC53678.1,928.8,676.9,251.89999999999998,1
543,OAL21341.1,847.5,617.3,230.20000000000005,1
544,WP_097059226.1,832.1,608.5,223.60000000000002,1
545,WP_184752320.1,840.4,634.0,206.39999999999998,1
546,WP_150448325.1,837.8,637.6,200.19999999999993,1
547,SOE45472.1,830.0,607.0,223.0,1
548,XP_013289246.1,846.7,620.8,225.9000000000001,1
549,WP_202129926.1,837.6,605.4,232.20000000000005,1
550,KTR87625.1,840.3,625.6,214.69999999999993,1
551,WP_153004351.1,841.0,626.7,214.29999999999995,1
552,XP_007722591.1,838.0,614.1,223.89999999999998,1
553,PZP35414.1,809.8,602.6,207.19999999999993,1
554,XP_022516186.1,844.6,622.2,222.39999999999998,1
555,WP_135848688.1,823.0,618.2,204.79999999999995,1
556,KQR86960.1,839.7,628.3,211.4000000000001,1
557,KZE43125.1,846.4,629.9,216.5,1
558,WP_173252010.1,846.3,614.0,232.29999999999995,1
559,WP_082509506.1,839.8,628.3,211.5,1
560,WP_082822761.1,846.4,629.9,216.5,1
561,ODT41115.1,839.0,626.4,212.60000000000002,1
562,WP_132504582.1,835.6,604.7,230.89999999999998,1
563,WP_160090388.1,846.3,614.1,232.19999999999993,1
564,XP_007748690.1,845.3,619.3,226.0,1
565,WP_192635810.1,854.0,637.0,217.0,1
566,NLF78941.1,903.6,708.2,195.39999999999998,1
567,XP_018693861.1,837.8,617.3,220.5,1
568,MBE2233447.1,925.8,702.5,223.29999999999995,1
569,KIV84544.1,840.8,612.5,228.29999999999995,1
570,NSW52114.1,900.5,662.4,238.10000000000002,1
571,WP_083696721.1,840.5,629.3,211.20000000000005,1
572,XP_016221682.1,841.0,613.4,227.60000000000002,1
573,WP_115919033.1,843.9,630.6,213.29999999999995,1
574,WP_191915630.1,839.0,627.4,211.60000000000002,1
575,KQR23666.1,834.3,617.9,216.39999999999998,1
576,WP_150971009.1,829.1,636.3,192.80000000000007,1
577,WP_070409546.1,838.4,627.2,211.19999999999993,1
578,WP_082484971.1,834.6,618.1,216.5,1
579,KQT72273.1,840.4,627.9,212.5,1
580,PKN91813.1,887.9,651.7,236.19999999999993,1
581,WP_082516600.1,840.6,627.9,212.70000000000005,1
582,WP_150958747.1,843.9,634.5,209.39999999999998,1
583,WP_109229001.1,830.9,623.7,207.19999999999993,1
584,WP_108719079.1,829.1,617.1,212.0,1
585,RVX74320.1,841.8,615.4,226.39999999999998,1
586,WP_094261513.1,826.1,637.3,188.80000000000007,1
587,MBK8048332.1,922.1,687.7,234.39999999999998,1
588,MBG0785694.1,916.0,676.0,240.0,1
589,MBK7821265.1,839.0,633.0,206.0,1
590,HCX85557.1,831.1,619.2,211.89999999999998,1
591,WP_141884243.1,847.4,632.2,215.19999999999993,1
592,WP_194609269.1,841.5,609.8,231.70000000000005,1
593,WP_178009666.1,843.3,648.8,194.5,1
594,WP_154923869.1,840.4,621.1,219.29999999999995,1
595,WP_139985799.1,830.9,614.2,216.69999999999993,1
596,WP_160487527.1,835.2,603.7,231.5,1
597,WP_127096517.1,857.0,655.1,201.89999999999998,1
598,WP_119869925.1,812.7,621.9,190.80000000000007,1
599,KTS02948.1,847.4,627.6,219.79999999999995,1
600,WP_192014010.1,835.9,624.9,211.0,1
601,WP_153003372.1,847.4,627.6,219.79999999999995,1
602,WP_120262567.1,826.8,637.9,188.89999999999998,1
603,KSU52952.1,839.2,621.8,217.4000000000001,1
604,WP_134128011.1,841.7,618.4,223.30000000000007,1
605,WP_061917003.1,930.6,684.9,245.70000000000005,1
606,WP_202129503.1,833.8,602.8,231.0,1
607,WP_139168114.1,839.6,622.1,217.5,1
608,WP_157593835.1,831.7,597.0,234.70000000000005,1
609,WP_158861817.1,798.8,601.9,196.89999999999998,1
610,MBI5567474.1,901.8,690.8,211.0,1
611,WP_179559186.1,845.5,648.6,196.89999999999998,1
612,KTS09091.1,843.2,622.4,220.80000000000007,1
613,WP_073186204.1,828.8,624.6,204.19999999999993,1
614,XP_016622302.1,843.2,613.8,229.4000000000001,1
615,WP_170063554.1,831.5,596.1,235.39999999999998,1
616,WP_153004768.1,843.1,622.5,220.60000000000002,1
617,MBE2237833.1,922.4,682.1,240.29999999999995,1
618,WP_141611279.1,932.7,709.6,223.10000000000002,1
619,WP_158039089.1,818.8,628.7,190.0999999999999,1
620,WP_091487470.1,839.5,629.2,210.29999999999995,1
621,WP_144806229.1,817.0,615.8,201.20000000000005,1
622,KTS80769.1,840.6,620.0,220.60000000000002,1
623,MBL8095981.1,892.6,670.9,221.70000000000005,1
624,WP_083710528.1,849.6,629.6,220.0,1
625,WP_013585839.1,837.9,619.5,218.39999999999998,1
626,MBI1298196.1,909.9,681.5,228.39999999999998,1
627,WP_191926676.1,832.3,622.8,209.5,1
628,WP_133542003.1,846.8,633.7,213.0999999999999,1
629,WP_153001481.1,840.5,620.1,220.39999999999998,1
630,NWF71089.1,903.1,683.4,219.70000000000005,1
631,WP_145011259.1,803.3,606.6,196.69999999999993,1
632,WP_123738389.1,812.2,610.4,201.80000000000007,1
633,WP_112614818.1,830.2,637.7,192.5,1
634,MBD3757680.1,859.7,648.8,210.9000000000001,1
635,WP_116227835.1,843.3,651.0,192.29999999999995,1
636,XP_017997423.1,821.2,599.9,221.30000000000007,1
637,WP_144941494.1,802.6,604.2,198.39999999999998,1
638,WP_067166816.1,831.5,625.0,206.5,1
639,WP_116537100.1,843.4,630.1,213.29999999999995,1
640,PZU45121.1,851.9,644.6,207.29999999999995,1
641,WP_114589509.1,828.7,636.2,192.5,1
642,XP_016236740.1,836.5,617.7,218.79999999999995,1
643,MBC6934851.1,903.4,702.0,201.39999999999998,1
644,WP_082330819.1,797.4,626.1,171.29999999999995,1
645,WP_061712506.1,801.1,626.6,174.5,1
646,WP_144785676.1,838.3,629.8,208.5,1
647,WP_081349874.1,838.3,630.6,207.69999999999993,1
648,WP_126874194.1,802.9,605.0,197.89999999999998,1
649,PZO69036.1,799.1,627.0,172.10000000000002,1
650,KQM38671.1,837.4,629.3,208.10000000000002,1
651,GIG28293.1,821.1,630.5,190.60000000000002,1
652,NOY97709.1,883.3,669.0,214.29999999999995,1
653,WP_055083283.1,803.0,605.0,198.0,1
654,MBI5303469.1,917.1,688.5,228.60000000000002,1
655,WP_082450440.1,837.8,630.1,207.69999999999993,1
656,WP_024289427.1,798.9,627.3,171.60000000000002,1
657,WP_138172671.1,838.1,622.2,215.89999999999998,1
658,WP_084670278.1,839.0,644.9,194.10000000000002,1
659,WP_129337415.1,819.1,640.1,179.0,1
660,WP_108317327.1,837.1,620.6,216.5,1
661,WP_023950655.1,838.5,644.7,193.79999999999995,1
662,APF35603.1,838.4,644.7,193.69999999999993,1
663,WP_090030389.1,821.0,630.7,190.29999999999995,1
664,ALB04123.1,796.1,626.4,169.70000000000005,1
665,HGT56134.1,894.5,666.7,227.79999999999995,1
666,WP_091497855.1,835.2,641.6,193.60000000000002,1
667,RKR75334.1,803.7,602.8,200.9000000000001,1
668,WP_064956553.1,838.8,645.0,193.79999999999995,1
669,WP_137802486.1,795.4,624.2,171.19999999999993,1
670,WP_076689389.1,857.3,648.3,209.0,1
671,RZI94699.1,846.5,640.0,206.5,1
672,XP_016259872.1,836.8,611.0,225.79999999999995,1
673,NMD31516.1,908.5,675.5,233.0,1
674,WP_083837656.1,842.8,641.4,201.39999999999998,1
675,OJV79414.1,840.0,635.8,204.20000000000005,1
676,WP_150418915.1,835.0,637.1,197.89999999999998,1
677,MBI5667627.1,893.4,685.0,208.39999999999998,1
678,WP_128216867.1,832.7,619.0,213.70000000000005,1
679,SBS71669.1,834.0,627.7,206.29999999999995,1
680,WP_196383816.1,839.5,638.2,201.29999999999995,1
681,XP_007803434.1,827.4,606.4,221.0,1
682,KAF7506282.1,829.5,607.2,222.29999999999995,1
683,WP_018187868.1,844.5,652.5,192.0,1
684,WP_141381340.1,849.3,649.2,200.0999999999999,1
685,OJX97564.1,812.2,611.1,201.10000000000002,1
686,WP_082676962.1,796.3,625.0,171.29999999999995,1
687,WP_196323760.1,848.7,648.8,199.9000000000001,1
688,WP_083735224.1,846.3,628.0,218.29999999999995,1
689,HDU45184.1,909.0,697.7,211.29999999999995,1
690,WP_137750357.1,837.0,643.7,193.29999999999995,1
691,WP_119932530.1,805.2,619.6,185.60000000000002,1
692,WP_116239046.1,838.7,628.2,210.5,1
693,ONI63301.1,846.2,628.0,218.20000000000005,1
694,MBK8780686.1,904.3,654.1,250.19999999999993,1
695,WP_062423023.1,904.2,668.9,235.30000000000007,1
696,WP_081994290.1,807.0,620.7,186.29999999999995,1
697,ODT27464.1,841.5,631.7,209.79999999999995,1
698,WP_062017118.1,810.4,620.5,189.89999999999998,1
699,KUG54771.1,795.0,625.3,169.70000000000005,1
700,WP_006215390.1,795.2,623.4,171.80000000000007,1
701,WP_136362373.1,853.6,655.4,198.20000000000005,1
702,WP_094734715.1,835.3,621.3,214.0,1
703,WP_103206242.1,837.3,626.6,210.69999999999993,1
704,WP_201781210.1,894.0,654.6,239.39999999999998,1
705,WP_036311094.1,856.0,655.5,200.5,1
706,WP_166834495.1,804.0,628.6,175.39999999999998,1
707,PLS79457.1,907.8,652.9,254.89999999999998,1
708,PZU39258.1,833.9,638.7,195.19999999999993,1
709,WP_035962728.1,805.0,602.1,202.89999999999998,1
710,WP_087863176.1,912.8,672.0,240.79999999999995,1
711,WP_036316235.1,843.7,637.3,206.4000000000001,1
712,WP_141938538.1,849.0,651.6,197.39999999999998,1
713,OQB85576.1,912.9,671.9,241.0,1
714,WP_036288248.1,845.2,638.4,206.80000000000007,1
715,WP_114598820.1,837.0,644.8,192.20000000000005,1
716,WP_055961377.1,793.5,594.7,198.79999999999995,1
717,WP_135950039.1,843.4,637.2,206.19999999999993,1
718,WP_028497231.1,834.7,629.8,204.9000000000001,1
719,WP_112931824.1,841.4,634.6,206.79999999999995,1
720,WP_185275277.1,790.9,597.1,193.79999999999995,1
721,HGY49484.1,922.6,668.2,254.39999999999998,1
722,WP_075074699.1,901.5,676.6,224.89999999999998,1
723,MBE7551059.1,928.8,680.5,248.29999999999995,1
724,WP_123824471.1,803.7,630.1,173.60000000000002,1
725,WP_194583336.1,841.5,637.1,204.39999999999998,1
726,ODT22195.1,844.6,635.5,209.10000000000002,1
727,MBL8080231.1,892.0,645.0,247.0,1
728,MBI5294620.1,890.5,653.5,237.0,1
729,WP_136586627.1,843.7,631.4,212.30000000000007,1
730,OJU44593.1,841.6,633.0,208.60000000000002,1
731,WP_147050998.1,832.4,628.0,204.39999999999998,1
732,WP_083709035.1,838.9,626.5,212.39999999999998,1
733,MBI2758283.1,908.3,665.8,242.5,1
734,EIC08375.1,840.5,636.4,204.10000000000002,1
735,WP_121189058.1,844.1,637.3,206.80000000000007,1
736,HAE58006.1,869.4,640.2,229.19999999999993,1
737,WP_193519177.1,801.6,598.3,203.30000000000007,1
738,WP_064002869.1,856.8,653.6,203.19999999999993,1
739,WP_061683756.1,841.7,634.8,206.9000000000001,1
740,MBE7468158.1,926.7,672.5,254.20000000000005,1
741,MBK9710298.1,904.5,667.9,236.60000000000002,1
742,WP_152677490.1,917.5,660.8,256.70000000000005,1
743,WP_131332086.1,801.2,597.4,203.80000000000007,1
744,WP_064846956.1,800.4,597.0,203.39999999999998,1
745,WP_039413525.1,840.2,633.4,206.80000000000007,1
746,MBK6791050.1,888.9,651.8,237.10000000000002,1
747,WP_065571950.1,849.6,648.4,201.20000000000005,1
748,WP_144997543.1,801.1,597.5,203.60000000000002,1
749,NLN70609.1,908.3,674.7,233.5999999999999,1
750,NLF52215.1,904.3,662.1,242.19999999999993,1
751,KPV54380.1,910.3,661.4,248.89999999999998,1
752,WP_085108222.1,801.2,597.1,204.10000000000002,1
753,PMD41842.1,845.6,609.0,236.60000000000002,1
754,MBI3172510.1,895.5,658.9,236.60000000000002,1
755,WP_194606134.1,797.3,599.3,198.0,1
756,WP_145007610.1,805.9,597.0,208.89999999999998,1
757,WP_016464248.1,841.5,636.4,205.10000000000002,1
758,MAU11424.1,890.2,680.2,210.0,1
759,MAS37209.1,901.7,693.3,208.4000000000001,1
760,WP_101305554.1,845.4,634.8,210.60000000000002,1
761,WP_098053852.1,801.1,596.8,204.30000000000007,1
762,MBL8163034.1,907.5,689.4,218.10000000000002,1
763,WP_031460303.1,912.6,672.2,240.39999999999998,1
764,MBK7452774.1,889.8,651.4,238.39999999999998,1
765,MBC8098755.1,871.2,660.1,211.10000000000002,1
766,WP_060916122.1,853.0,656.5,196.5,1
767,NUQ37677.1,926.2,700.3,225.9000000000001,1
768,WP_020097643.1,843.1,651.1,192.0,1
769,WP_133398891.1,838.6,641.7,196.89999999999998,1
770,WP_061781996.1,843.5,634.0,209.5,1
771,MBK8418973.1,892.3,651.6,240.69999999999993,1
772,HDQ73577.1,921.3,682.9,238.39999999999998,1
773,MBI5960892.1,880.2,675.7,204.5,1
774,WP_076708822.1,852.5,654.4,198.10000000000002,1
775,MBL0346010.1,892.3,641.1,251.19999999999993,1
776,NWG08662.1,891.2,642.8,248.4000000000001,1
777,RMG72704.1,904.2,689.5,214.70000000000005,1
778,NMB53218.1,904.8,676.8,228.0,1
779,WP_191007896.1,843.8,635.2,208.5999999999999,1
780,WP_060959039.1,844.2,633.4,210.80000000000007,1
781,MBK6792388.1,899.1,645.8,253.30000000000007,1
782,WP_068468556.1,816.9,611.0,205.89999999999998,1
783,MBK9602838.1,893.5,639.9,253.60000000000002,1
784,MBL8062265.1,884.6,634.0,250.60000000000002,1
785,PKO12442.1,907.4,686.5,220.89999999999998,1
786,WP_124293258.1,845.3,649.2,196.0999999999999,1
787,MBI1795285.1,906.6,662.1,244.5,1
788,MBK9207692.1,894.7,655.2,239.5,1
789,KAA0272065.1,897.6,654.6,243.0,1
790,NCP87635.1,895.5,653.2,242.29999999999995,1
791,HER47508.1,888.3,643.2,245.0999999999999,1
792,HCU56781.1,897.6,663.8,233.80000000000007,1
793,RME84951.1,935.6,687.3,248.30000000000007,1
794,MBE0681898.1,893.8,638.1,255.69999999999993,1
795,WP_123940563.1,784.4,590.3,194.10000000000002,1
796,MBK9780025.1,898.5,643.6,254.89999999999998,1
797,HEB66055.1,854.1,651.3,202.80000000000007,1
798,WP_054494085.1,891.3,676.1,215.19999999999993,1
799,SLM91994.1,826.9,621.5,205.39999999999998,1
800,MBK8616707.1,894.6,652.3,242.30000000000007,1
801,WP_015776537.1,828.7,625.0,203.70000000000005,1
802,MBK7319408.1,891.9,639.7,252.19999999999993,1
803,NPV86165.1,912.9,668.6,244.29999999999995,1
804,MBI5965862.1,889.6,647.9,241.70000000000005,1
805,NPV68195.1,896.7,697.3,199.4000000000001,1
806,PJF31195.1,906.1,700.2,205.89999999999998,1
807,WP_179564580.1,778.2,587.8,190.4000000000001,1
808,WP_158033263.1,808.0,622.4,185.60000000000002,1
809,TME13490.1,903.6,662.2,241.39999999999998,1
810,XP_029719522.1,842.2,638.3,203.9000000000001,1
811,MBE2267367.1,888.4,683.3,205.10000000000002,1
812,NDO78286.1,811.6,606.1,205.5,1
813,MBE7433671.1,893.6,652.9,240.70000000000005,1
814,WP_122942965.1,829.4,629.0,200.39999999999998,1
815,WP_017824356.1,841.0,638.3,202.70000000000005,1
816,MBK8822941.1,896.0,656.2,239.79999999999995,1
817,PZU32509.1,836.5,626.5,210.0,1
818,HDW29192.1,896.6,691.3,205.30000000000007,1
819,HBG59543.1,897.7,664.3,233.4000000000001,1
820,PKO05162.1,888.3,656.3,232.0,1
821,NMB60547.1,870.5,661.0,209.5,1
822,MBI5950874.1,893.6,650.9,242.70000000000005,1
823,WP_066790991.1,910.9,675.6,235.29999999999995,1
824,TVS12026.1,904.8,684.0,220.79999999999995,1
825,NOK59895.1,924.0,675.9,248.10000000000002,1
826,MBK6644861.1,893.6,651.5,242.10000000000002,1
827,PZP17719.1,837.6,637.2,200.39999999999998,1
828,WP_121371889.1,766.5,560.6,205.89999999999998,1
829,WP_141164607.1,776.5,588.7,187.79999999999995,1
830,PKO10502.1,892.8,665.5,227.29999999999995,1
831,MBK8032297.1,887.7,679.9,207.80000000000007,1
832,HHX08777.1,891.0,666.9,224.10000000000002,1
833,NUM47128.1,875.5,635.5,240.0,1
834,MBE9475457.1,891.8,664.1,227.69999999999993,1
835,WP_126602865.1,901.6,660.1,241.5,1
836,OIO97076.1,919.6,675.8,243.80000000000007,1
837,WP_102206087.1,877.4,686.3,191.10000000000002,1
838,MBI3150655.1,885.5,650.4,235.10000000000002,1
839,WP_144790582.1,790.5,618.6,171.89999999999998,1
840,HET60255.1,842.5,619.5,223.0,1
841,MBK9942840.1,918.9,670.2,248.69999999999993,1
842,MBL8090401.1,882.2,626.1,256.1,1
843,ACL24215.1,916.1,670.8,245.30000000000007,1
844,WP_041470950.1,916.1,670.8,245.30000000000007,1
845,WP_012258398.1,914.6,670.2,244.39999999999998,1
846,MBL8057499.1,801.6,597.9,203.70000000000005,1
847,RJP52407.1,880.1,639.0,241.10000000000002,1
848,PWH11946.1,884.3,654.4,229.89999999999998,1
849,QCZ35432.1,896.1,662.0,234.10000000000002,1
850,MBK9749951.1,887.0,679.2,207.79999999999995,1
851,WP_062282409.1,860.2,610.1,250.10000000000002,1
852,MBL8156556.1,885.7,680.4,205.30000000000007,1
853,NMB94576.1,858.8,608.7,250.0999999999999,1
854,RKQ35155.1,803.2,608.4,194.80000000000007,1
855,HGX15097.1,886.8,638.2,248.5999999999999,1
856,TVR24571.1,880.0,676.6,203.39999999999998,1
857,MBC8170586.1,873.3,661.4,211.89999999999998,1
858,KAB8140069.1,894.5,659.1,235.39999999999998,1
859,PJF36449.1,901.8,694.7,207.0999999999999,1
860,PJF44394.1,914.8,709.0,205.79999999999995,1
861,WP_199712233.1,801.9,608.0,193.89999999999998,1
862,HEC23069.1,915.1,708.7,206.39999999999998,1
863,NJN96150.1,922.8,661.0,261.79999999999995,1
864,WP_084427007.1,897.2,668.0,229.20000000000005,1
865,RMG85312.1,902.6,688.3,214.30000000000007,1
866,PJF42040.1,899.9,694.0,205.89999999999998,1
867,HGU26450.1,887.6,657.0,230.60000000000002,1
868,MBL8099901.1,878.8,624.5,254.29999999999995,1
869,HAE86089.1,898.9,667.0,231.89999999999998,1
870,MBE0687547.1,886.0,663.6,222.39999999999998,1
871,WP_198025448.1,838.3,648.2,190.0999999999999,1
872,WP_055921102.1,801.2,605.8,195.4000000000001,1
873,WP_090675726.1,797.5,610.1,187.39999999999998,1
874,WP_028458623.1,904.8,664.0,240.79999999999995,1
875,MBI9052159.1,874.3,635.7,238.5999999999999,1
876,RMF50035.1,898.1,693.6,204.5,1
877,MAT41754.1,899.5,690.7,208.79999999999995,1
878,WP_121241571.1,800.2,599.9,200.30000000000007,1
879,CAA9552889.1,864.0,634.8,229.20000000000005,1
880,OGO32882.1,890.2,672.1,218.10000000000002,1
881,TME64293.1,884.5,650.1,234.39999999999998,1
882,WP_059281703.1,800.8,600.5,200.29999999999995,1
883,WP_039101559.1,800.2,599.9,200.30000000000007,1
884,MBD3618734.1,915.7,716.0,199.70000000000005,1
885,NMC15642.1,887.0,668.6,218.39999999999998,1
886,NUQ02496.1,857.0,642.2,214.79999999999995,1
887,MAT64093.1,916.5,706.6,209.89999999999998,1
888,TMD33777.1,885.6,649.0,236.60000000000002,1
889,WP_126630219.1,891.1,638.1,253.0,1
890,WP_141143391.1,779.6,577.7,201.89999999999998,1
891,WP_125182523.1,917.8,713.1,204.69999999999993,1
892,TMC25361.1,883.6,648.0,235.60000000000002,1
893,RMF43046.1,906.7,668.9,237.80000000000007,1
894,WP_096366443.1,914.3,706.0,208.29999999999995,1
895,WP_200817599.1,901.3,686.9,214.39999999999998,1
896,HHS58299.1,911.1,662.0,249.10000000000002,1
897,NRB08022.1,899.9,686.3,213.60000000000002,1
898,NMB68646.1,917.6,687.6,230.0,1
899,CDN17338.1,899.5,686.5,213.0,1
900,HCD51696.1,863.0,634.3,228.70000000000005,1
901,WP_146577239.1,896.2,647.4,248.80000000000007,1
902,WP_146509789.1,901.8,666.5,235.29999999999995,1
903,WP_009103042.1,901.8,658.4,243.39999999999998,1
904,WP_008684082.1,900.8,658.6,242.19999999999993,1
905,WP_184305062.1,901.9,658.4,243.5,1
906,MBI1354595.1,909.7,707.9,201.80000000000007,1
907,NTV62445.1,906.7,655.9,250.80000000000007,1
908,WP_124109050.1,797.3,596.7,200.5999999999999,1
909,HEG73121.1,893.6,659.6,234.0,1
910,KAB2904241.1,916.7,690.0,226.70000000000005,1
911,KXK54542.1,865.2,644.0,221.20000000000005,1
912,MBL1134650.1,894.9,676.7,218.19999999999993,1
913,MBI5928386.1,896.0,684.7,211.29999999999995,1
914,HDP89074.1,911.5,703.5,208.0,1
915,WP_121057549.1,797.4,600.6,196.79999999999995,1
916,WP_106243233.1,890.7,670.0,220.70000000000005,1
917,MBD3676449.1,902.3,663.0,239.29999999999995,1
918,MBK9130944.1,918.3,693.8,224.5,1
919,MBK9121785.1,864.7,647.2,217.5,1
920,WP_153559059.1,890.6,669.2,221.39999999999998,1
921,QDS96727.1,893.5,663.4,230.10000000000002,1
922,WP_146535010.1,886.5,651.5,235.0,1
923,KMK73204.1,799.2,596.8,202.4000000000001,1
924,NJN15198.1,882.9,640.0,242.89999999999998,1
925,ALP53920.1,906.0,697.6,208.39999999999998,1
926,WP_143869751.1,879.5,635.1,244.39999999999998,1
927,WP_102613351.1,802.5,600.4,202.10000000000002,1
928,ALP54785.1,904.7,692.0,212.70000000000005,1
929,WP_191550799.1,799.8,596.5,203.29999999999995,1
930,SBV96704.1,896.8,678.9,217.89999999999998,1
931,WP_099091810.1,896.0,664.3,231.70000000000005,1
932,NTU79637.1,896.6,672.7,223.89999999999998,1
933,MBE2196666.1,871.9,669.8,202.10000000000002,1
934,WP_097653351.1,900.2,655.9,244.30000000000007,1
