,accession,has_S
4136,WP_101484763.1,1
4137,WP_117835603.1,0
4138,WP_107874369.1,1
4139,WP_118711512.1,0
4140,WP_011052311.1,1
4141,WP_189345133.1,1
4142,WP_078584134.1,1
4143,MBD8991292.1,0
4144,WP_118217609.1,0
4145,WP_059032251.1,1
4146,MBE6029499.1,0
4147,MBE6005989.1,0
4148,WP_047127223.1,1
4149,WP_192925967.1,0
4150,WP_126969946.1,1
4151,WP_195503002.1,0
4152,EOS73788.1,0
4153,WP_104598263.1,1
4154,MBK8778662.1,0
4155,WP_195250092.1,0
4156,OOX20053.1,1
4157,NDO47991.1,0
4158,WP_107140922.1,1
4159,WP_033493489.1,0
4160,WP_100496931.1,0
4161,WP_135073226.1,0
4162,MBK7608047.1,0
4163,WP_100494641.1,0
4164,WP_022219868.1,0
4165,MBF1250448.1,0
4166,WP_118198788.1,0
4167,WP_196002970.1,0
4168,SDZ83383.1,0
4169,SEI89529.1,0
4170,WP_117555421.1,0
4171,NSG18566.1,0
4172,WP_005993139.1,1
4173,WP_024745639.1,1
4174,WP_167709662.1,1
4175,TPF97857.1,0
4176,MBD5133839.1,0
4177,WP_126967885.1,1
4178,WP_117555443.1,0
4179,HCT92581.1,0
4180,WP_195510043.1,0
4181,WP_173690700.1,0
4182,WP_075285342.1,1
4183,PTW77827.1,1
4184,WP_173692589.1,0
4185,WP_184231389.1,1
4186,RJW37716.1,0
4187,WP_127159770.1,1
4188,WP_168973472.1,0
4189,NLD29516.1,0
4190,WP_195368920.1,0
4191,WP_161143784.1,0
4192,CDF23670.1,0
4193,WP_187305916.1,1
4194,HAS74931.1,0
4195,WP_195256578.1,0
4196,WP_195530644.1,0
4197,WP_195412576.1,0
4198,WP_057570999.1,0
4199,RHV01673.1,0
4200,WP_184407665.1,1
4201,WP_019301402.1,1
4202,WP_054265023.1,1
4203,WP_094662221.1,0
4204,MBC7651707.1,0
4205,WP_133993177.1,1
4206,BBJ99527.1,1
4207,WP_195488739.1,0
4208,WP_172973882.1,1
4209,TDY33468.1,1
4210,WP_181160719.1,0
4211,WP_117822669.1,0
4212,WP_202962053.1,0
4213,WP_102253452.1,1
4214,WP_173685754.1,0
4215,MBD8625419.1,1
4216,WP_078568413.1,1
4217,WP_101838606.1,1
4218,WP_055297620.1,0
4219,WP_118639891.1,0
4220,WP_031424290.1,1
4221,WP_126941744.1,1
4222,WP_040942238.1,1
4223,WP_081643995.1,0
4224,MBD8724831.1,1
4225,MBK9983924.1,0
4226,WP_195371497.1,0
4227,MBE5871074.1,0
4228,WP_173791307.1,0
4229,WP_078586139.1,1
4230,WP_027640549.1,0
4231,WP_055158555.1,0
4232,WP_080640025.1,1
4233,HBJ52620.1,0
4234,WP_122272351.1,1
4235,MBD8629855.1,1
4236,WP_104575317.1,1
4237,WP_166774137.1,1
4238,WP_022558502.1,1
4239,WP_033506069.1,0
4240,GER00802.1,1
4241,WP_117890801.1,0
4242,WP_127169709.1,1
4243,WP_117598539.1,0
4244,WP_184621430.1,1
4245,WP_092322366.1,0
4246,RKI81518.1,0
4247,WP_048483639.1,1
4248,WP_173735804.1,0
4249,WP_104623692.1,1
4250,WP_011407762.1,1
4251,WP_130837780.1,0
4252,HBN56518.1,0
4253,WP_163193609.1,0
4254,HAE43814.1,0
4255,WP_112482615.1,0
4256,WP_117812878.1,0
4257,WP_117760354.1,0
4258,WP_042838641.1,1
4259,WP_128418263.1,1
4260,WP_057671568.1,1
4261,WP_040244899.1,1
4262,GFI49431.1,0
4263,WP_034518572.1,0
4264,WP_066731179.1,0
4265,WP_007156392.1,0
4266,CEE70725.1,1
4267,SCI95648.1,0
4268,WP_021772970.1,0
4269,WP_195942328.1,0
4270,NCD05042.1,0
4271,CDB64402.1,0
4272,RHQ56767.1,0
4273,CEN59105.1,1
4274,WP_119198156.1,0
4275,WP_090324984.1,1
4276,KIR02372.1,0
4277,GFI57878.1,0
4278,AAW74352.1,1
4279,WP_196321093.1,0
4280,NLA92627.1,0
4281,EFE91531.1,0
4282,WP_107981520.1,1
4283,WP_195250083.1,0
4284,HAP75637.1,0
4285,WP_152355275.1,0
4286,MBE6045787.1,0
4287,PWM34052.1,0
4288,PTW24382.1,1
4289,WP_089111721.1,1
4290,AHF24012.1,0
4291,MBE5959515.1,0
4292,EOS77651.1,0
4293,WP_080821838.1,0
4294,WP_082565370.1,1
4295,WP_168983601.1,0
4296,SNT93419.1,0
4297,WP_175611867.1,1
4298,WP_166765782.1,1
4299,WP_033505338.1,0
4300,WP_003483428.1,1
4301,WP_103092989.1,1
4302,WP_101452481.1,0
4303,WP_104561152.1,1
4304,MBD5518077.1,0
4305,WP_144367293.1,0
4306,WP_075245682.1,1
4307,KQZ40965.1,1
4308,TXE22745.1,1
4309,WP_101625480.1,0
4310,RFF47016.1,1
4311,WP_118175817.1,0
4312,CVI67826.1,0
4313,WP_044757068.1,1
4314,WP_007963297.1,1
4315,WP_163429396.1,0
4316,WP_196321838.1,0
4317,WP_007971203.1,1
4318,WP_099207320.1,1
4319,WP_183684767.1,0
4320,HCL10615.1,0
4321,WP_118110954.1,0
4322,WP_055158233.1,0
4323,RKI39237.1,0
4324,WP_026503152.1,0
4325,WP_118106846.1,0
4326,WP_014504548.1,1
4327,WP_003842696.1,0
4328,WP_104648797.1,1
4329,WP_046344237.1,1
4330,KFJ08006.1,0
4331,WP_117908610.1,0
4332,WP_196330044.1,0
4333,WP_004036602.1,0
4334,WP_133265369.1,1
4335,EHO16106.1,0
4336,CDA14898.1,0
4337,SCH07957.1,0
4338,NBI86079.1,0
4339,WP_117915879.1,0
4340,WP_104560021.1,1
4341,MBD5480857.1,0
4342,WP_186995485.1,0
4343,WP_003837488.1,0
4344,WP_195451559.1,0
4345,PYF18766.1,1
4346,WP_119130967.1,1
4347,WP_110845529.1,1
4348,EOS31565.1,0
4349,WP_184625865.1,1
4350,WP_166749260.1,1
4351,WP_152808481.1,1
4352,HAP03462.1,0
4353,MTA13228.1,0
4354,WP_118666280.1,0
4355,RXV86707.1,0
4356,WP_118198793.1,0
4357,MBF1004368.1,0
4358,WP_038498336.1,1
4359,MBD8540766.1,1
4360,OAD88126.1,0
4361,WP_155204400.1,0
4362,WP_117835226.1,0
4363,WP_117875006.1,0
4364,WP_055172641.1,0
4365,WP_116905883.1,1
4366,WP_099804621.1,1
4367,WP_118718998.1,0
4368,WP_196794823.1,0
4369,WP_029220852.1,1
4370,HCM92144.1,0
4371,CDG80999.1,1
4372,WP_064629289.1,1
4373,WP_184389231.1,1
4374,WP_144885224.1,0
4375,WP_055218108.1,0
4376,WP_039429378.1,1
4377,WP_184362040.1,1
4378,WP_055146779.1,0
4379,CBL25412.1,0
4380,NBJ93592.1,0
4381,WP_126944524.1,1
4382,WP_195997735.1,0
4383,HAT02822.1,0
4384,EEQ56866.1,0
4385,OKZ49483.1,0
4386,MBD5535486.1,0
4387,WP_024710594.1,1
4388,WP_121671235.1,1
4389,NBZ99010.1,1
4390,WP_117826959.1,0
4391,WP_184630522.1,1
4392,HBG96367.1,0
4393,MBF1008668.1,0
4394,NDB43067.1,1
4395,WP_086432110.1,0
4396,WP_117579192.1,0
4397,WP_089142134.1,1
4398,WP_180312936.1,1
4399,MXP74115.1,0
4400,OEZ62224.1,1
4401,NRR31027.1,1
4402,RKJ48633.1,0
4403,NOT88589.1,1
4404,KFI81779.1,0
4405,WP_026624992.1,0
4406,WP_117568417.1,0
4407,MBB5198594.1,1
4408,WP_168053553.1,1
4409,PWM40439.1,0
4410,MBF0994799.1,0
4411,WP_099802280.1,1
4412,WP_173648766.1,0
4413,WP_070358399.1,1
4414,WP_107043990.1,0
4415,WP_003021927.1,0
4416,GGX06816.1,1
4417,WP_112938407.1,1
4418,WP_074661819.1,0
4419,WP_055825060.1,1
4420,WP_047340148.1,1
4421,WP_104544794.1,1
4422,WP_102293653.1,1
4423,WP_194271795.1,1
4424,RKI91401.1,0
4425,EEF26817.1,1
4426,OEZ53708.1,1
4427,WP_131149306.1,1
4428,WP_070220771.1,1
4429,HGS83682.1,0
4430,WP_176341980.1,1
4431,WP_156398113.1,1
4432,NBQ07252.1,1
4433,WP_092992404.1,0
4434,NBH27871.1,0
4435,MBF0999954.1,0
4436,WP_033519499.1,0
4437,WP_029575781.1,0
4438,KQV47757.1,1
4439,MBK9152016.1,0
4440,WP_166763041.1,1
4441,WP_044750874.1,1
4442,WP_015451033.1,0
4443,SPT55018.1,0
4444,WP_078561284.1,1
4445,NVJ63744.1,0
4446,WP_172458385.1,0
4447,WP_117960775.1,0
4448,CAD7714002.1,1
4449,WP_033492776.1,0
4450,WP_072851971.1,0
4451,GFI23816.1,0
4452,WP_126535540.1,1
4453,EGG83687.1,0
4454,NDE24545.1,1
4455,WP_184357136.1,1
4456,CAD7724033.1,1
4457,HCA21857.1,0
4458,WP_145508705.1,1
4459,MBE6479099.1,0
4460,WP_017879568.1,1
4461,WP_115050014.1,1
4462,WP_106788393.1,0
4463,WP_166752193.1,1
4464,MBF1000682.1,0
4465,RGY77618.1,0
4466,WP_026510666.1,0
4467,WP_118177904.1,0
4468,MBF0997556.1,0
4469,NNC75862.1,0
4470,WP_152581556.1,0
4471,WP_016849119.1,1
4472,WP_167766762.1,1
4473,WP_048484964.1,1
4474,MBF1013273.1,0
4475,WP_017115884.1,1
4476,NDD01193.1,1
4477,MBE5827608.1,0
4478,RKJ06616.1,0
4479,MBC7886625.1,0
4480,MBF1022912.1,0
4481,WP_130186050.1,1
4482,WP_094442275.1,1
4483,WP_044914494.1,0
4484,WP_026490952.1,0
4485,WP_104549763.1,1
4486,HCI73219.1,0
4487,WP_128708518.1,1
4488,NBH73898.1,0
4489,RGD02508.1,0
4490,WP_109057692.1,0
4491,PIE07915.1,0
4492,WP_157404273.1,0
4493,MBF1018619.1,0
4494,WP_008573637.1,1
4495,WP_142798765.1,1
4496,MBF1030327.1,0
4497,WP_104646310.1,1
4498,WP_057682104.1,1
4499,MBE7726833.1,0
4500,WP_167763714.1,1
4501,WP_078537282.1,1
4502,AQS77780.1,1
4503,MBD5490990.1,0
4504,WP_202424052.1,1
4505,WP_155004483.1,1
4506,pdb|3CZK|A,1
4507,MYM82572.1,1
4508,WP_186881533.1,1
4509,WP_004802811.1,0
4510,KFI99226.1,0
4511,WP_168958245.1,1
4512,MST51355.1,0
4513,WP_039434319.1,1
4514,WP_184420967.1,1
4515,OUP00107.1,0
4516,GFI15177.1,0
4517,MBE5870032.1,0
4518,WP_136733917.1,1
4519,GFI36343.1,0
4520,HAV28117.1,0
4521,WP_075712883.1,0
4522,RGH47687.1,0
4523,WP_104586821.1,1
4524,NBJ99664.1,0
4525,NSK92595.1,0
4526,WP_162020601.1,1
4527,RGF21817.1,0
4528,WP_092277130.1,1
4529,WP_104584001.1,1
4530,MBE5808909.1,0
4531,WP_057663755.1,1
4532,WP_087203094.1,0
4533,QCU03906.1,0
4534,OUP63084.1,0
4535,WP_187557994.1,0
4536,WP_141567591.1,0
4537,WP_087212859.1,0
4538,WP_167090459.1,1
4539,WP_024463222.1,0
4540,TAH00707.1,0
4541,WP_127171254.1,1
4542,WP_065627874.1,1
4543,WP_010376678.1,1
4544,WP_017121471.1,1
4545,EEG89013.1,0
4546,NSG61815.1,0
4547,WP_039417695.1,1
4548,WP_087316374.1,0
4549,RHU09009.1,0
4550,WP_140444566.1,0
4551,MBC7628218.1,0
4552,MZL53865.1,0
4553,WP_191188012.1,0
4554,RGH46892.1,0
4555,WP_150383367.1,0
4556,WP_081887256.1,0
4557,WP_115677381.1,1
4558,PWY59642.1,0
4559,MBE5703261.1,0
4560,NSJ98953.1,0
4561,WP_087911044.1,1
4562,MBL7750477.1,0
4563,WP_115556726.1,1
4564,HAH44602.1,0
4565,WP_147899713.1,0
4566,WP_099916007.1,1
4567,NSK69691.1,0
4568,WP_186902907.1,1
4569,WP_107041529.1,0
4570,WP_138002320.1,0
4571,WP_081998953.1,0
4572,WP_014091021.1,1
4573,TPF93266.1,0
4574,CAJ25349.1,1
4575,RZT08054.1,1
4576,RKJ46769.1,0
4577,WP_103988155.1,0
4578,KLU68530.1,0
4579,WP_081820338.1,0
4580,WP_083267391.1,0
4581,WP_125128392.1,0
4582,CBL20810.1,0
4583,MBC7628767.1,0
4584,MBD5092735.1,0
4585,EOS24975.1,0
4586,EMZ28066.1,0
4587,WP_089096006.1,1
4588,SKB82760.1,0
4589,RGI22439.1,0
4590,WP_163232168.1,0
4591,RGF83537.1,0
4592,WP_006449478.1,1
4593,MBD5481157.1,0
4594,AHF27202.1,0
4595,WP_117649691.1,0
4596,CDC93796.1,0
4597,WP_150835525.1,0
4598,MZL72943.1,0
4599,WP_152357926.1,0
4600,WP_051411920.1,0
4601,WP_191531607.1,0
4602,WP_117664533.1,0
4603,RHR62652.1,0
4604,WP_161007109.1,1
4605,WP_117534005.1,0
4606,MBE0451441.1,0
4607,WP_104592099.1,1
4608,WP_181476911.1,0
4609,WP_199760104.1,1
4610,WP_081749005.1,0
4611,WP_048620467.1,0
4612,WP_078346726.1,0
4613,WP_053769681.1,0
4614,WP_026658448.1,0
4615,WP_118269961.1,0
4616,WP_173769792.1,0
4617,WP_016216607.1,0
4618,NBH18951.1,0
4619,WP_154260421.1,0
4620,WP_065307052.1,1
4621,WP_074058232.1,1
4622,WP_087430120.1,0
4623,NBJ82271.1,0
4624,HBB47963.1,0
4625,WP_087411684.1,0
4626,WP_023905071.1,1
4627,MBA3825883.1,0
4628,WP_152349694.1,0
4629,NSK99077.1,0
4630,WP_195983227.1,0
4631,MBE6736657.1,0
4632,NSY30512.1,0
4633,NSK42764.1,0
4634,NBH33555.1,0
4635,WP_029324621.1,0
4636,WP_195219992.1,0
4637,MYM33647.1,1
4638,WP_104539899.1,1
4639,WP_166893792.1,1
4640,MBL7732656.1,0
4641,HHT81005.1,0
4642,WP_150354336.1,0
4643,WP_159407542.1,1
4644,WP_143406987.1,0
4645,WP_104602599.1,1
4646,WP_057678301.1,1
4647,WP_191493345.1,0
4648,WP_167225279.1,1
4649,WP_202412675.1,1
4650,OZG61238.1,0
4651,NSG49843.1,0
4652,MBG3852378.1,1
4653,NVM79570.1,1
4654,WP_081983961.1,1
4655,MZM93009.1,0
4656,WP_204314232.1,0
4657,WP_117750266.1,0
4658,WP_034879990.1,0
4659,WP_195478107.1,0
4660,WP_117675519.1,0
4661,WP_117658837.1,0
4662,WP_022245276.1,0
4663,WP_115040949.1,1
4664,CUP83737.1,0
4665,WP_176649475.1,1
4666,WP_118240528.1,0
4667,SCH51577.1,0
4668,TGX96819.1,0
4669,WP_065437701.1,0
4670,WP_173716134.1,0
4671,WP_094667079.1,0
4672,OYY19617.1,1
4673,WP_120486248.1,0
4674,WP_065441455.1,0
4675,WP_104798662.1,1
4676,WP_195506906.1,0
4677,WP_022972186.1,1
4678,WP_150394038.1,0
4679,WP_138266630.1,0
4680,MBK5201699.1,0
4681,MBB5608516.1,1
4682,WP_161044551.1,1
4683,WP_117793704.1,0
4684,WP_183742439.1,1
4685,WP_195346737.1,0
4686,WP_009536483.1,0
4687,WP_187565859.1,0
4688,WP_118582054.1,0
4689,HBA69537.1,0
4690,WP_118284197.1,0
4691,WP_117810836.1,0
4692,WP_087276164.1,0
4693,WP_118376135.1,0
4694,MBD8991275.1,0
4695,WP_117014153.1,1
4696,WP_117789412.1,0
4697,WP_105379323.1,1
4698,WP_133328403.1,1
4699,WP_087315053.1,0
4700,WP_177188801.1,1
4701,RHK24072.1,0
4702,NLZ68608.1,0
4703,WP_152840546.1,1
4704,WP_195523565.1,0
4705,WP_095279216.1,0
4706,SEP78865.1,1
4707,WP_072894865.1,1
4708,TXI90871.1,1
4709,WP_142421266.1,0
4710,WP_125968586.1,0
4711,WP_186917188.1,1
4712,GFI25807.1,0
4713,WP_176655748.1,1
4714,WP_056158755.1,1
4715,WP_093389090.1,1
4716,WP_104600026.1,1
4717,CVI67284.1,0
4718,WP_094730219.1,0
4719,WP_036569288.1,0
4720,MAD10334.1,0
4721,WP_083551429.1,0
4722,WP_118262249.1,0
4723,WP_154381776.1,1
4724,WP_034876582.1,0
4725,WP_137657687.1,0
4726,WP_101362079.1,1
4727,WP_194702407.1,0
4728,WP_091666526.1,1
4729,WP_137652629.1,0
4730,WP_169707004.1,1
4731,EHL11795.1,0
4732,MBF1027031.1,0
4733,GEA38025.1,0
4734,WP_009429377.1,0
4735,SDE60956.1,1
4736,PZQ29656.1,1
4737,WP_087356041.1,0
4738,WP_099858975.1,1
4739,ENY89698.1,0
4740,MBE3061662.1,0
4741,WP_137654571.1,0
4742,WP_039572581.1,1
4743,TGY92648.1,0
4744,GAU77909.1,0
4745,WP_137656562.1,0
4746,WP_141831234.1,1
4747,MBF1283518.1,0
4748,TQK06777.1,1
4749,EJF13557.1,0
4750,WP_144744351.1,0
4751,WP_101064893.1,1
4752,MBC7453773.1,1
4753,SMC66959.1,0
4754,WP_094335240.1,0
4755,pdb|3CZE|A,1
4756,HBE10746.1,0
4757,WP_026528624.1,0
4758,KQY16946.1,1
4759,KTS55377.1,0
4760,WP_082577471.1,1
4761,HBD74430.1,0
4762,WP_186861842.1,1
4763,MSU07085.1,0
4764,WP_201827715.1,1
4765,WP_193529238.1,0
4766,WP_166861305.1,1
4767,WP_019238675.1,0
4768,WP_167930322.1,0
4769,WP_144688178.1,0
4770,WP_175438367.1,0
4771,HBA98172.1,0
4772,TVR66250.1,0
4773,WP_042823641.1,1
4774,OUQ35523.1,0
4775,WP_161083566.1,1
4776,NBI89720.1,0
4777,WP_058362464.1,1
4778,WP_166605180.1,1
4779,WP_083662202.1,0
4780,WP_051008484.1,0
4781,WP_065466295.1,1
4782,WP_087217930.1,0
4783,KQV52110.1,1
4784,WP_183681665.1,1
4785,WP_176363725.1,1
4786,WP_082547731.1,1
4787,MBB5371186.1,1
4788,MBF1269206.1,0
4789,MZL54481.1,0
4790,WP_161099416.1,1
4791,HBG66280.1,0
4792,WP_102372227.1,0
4793,WP_099418040.1,1
4794,WP_056138236.1,1
4795,GFH92889.1,0
4796,WP_087185766.1,0
4797,WP_145754296.1,1
4798,OLA27139.1,0
4799,TMD64119.1,0
4800,NLD30624.1,0
4801,WP_087323018.1,0
4802,WP_082061817.1,1
4803,WP_054318740.1,1
4804,WP_197274883.1,1
4805,WP_003836103.1,0
4806,WP_066834246.1,0
4807,OJV66549.1,0
4808,WP_070249216.1,1
4809,WP_087199967.1,0
4810,WP_087353946.1,0
4811,NNL72944.1,0
4812,CDD39813.1,0
4813,WP_152026217.1,0
4814,HHW75694.1,0
4815,NBK21269.1,0
4816,WP_075792146.1,1
4817,WP_158268438.1,1
4818,WP_080788173.1,0
4819,PUE34064.1,1
4820,WP_087226283.1,0
4821,WP_072370812.1,0
4822,WP_017157540.1,1
4823,WP_195223343.1,0
4824,WP_017167385.1,1
4825,WP_010612863.1,0
4826,WP_161049136.1,1
4827,HCS90564.1,0
4828,WP_104621872.1,1
4829,OQP79134.1,1
4830,QEO28458.1,1
4831,WP_188074150.1,1
4832,WP_008452897.1,1
4833,WP_099571004.1,0
4834,WP_144165160.1,0
4835,MBF0983175.1,0
4836,WP_014269025.1,0
4837,WP_002527517.1,0
4838,WP_004220101.1,0
4839,OUO62154.1,0
4840,NNK76909.1,0
4841,HAF86530.1,0
4842,WP_099594867.1,0
4843,WP_033500764.1,0
4844,WP_080929672.1,1
4845,WP_133226361.1,0
4846,TLM99618.1,0
4847,WP_198120111.1,1
4848,WP_171815498.1,1
4849,ELQ17417.1,1
4850,MBB6246204.1,1
4851,QEN94658.1,1
4852,RUA12015.1,0
4853,MBF1256663.1,0
4854,WP_187829016.1,1
4855,WP_116991957.1,1
4856,WP_144090606.1,0
4857,WP_155468870.1,1
4858,KAB7769099.1,1
4859,PKM06254.1,1
4860,AND70456.1,1
4861,WP_176804072.1,1
4862,WP_193313985.1,1
4863,MXV31374.1,1
4864,HAP21563.1,0
4865,AVY65715.1,1
4866,MBI9096486.1,0
4867,WP_170874236.1,1
4868,WP_184502648.1,1
4869,MBD9045175.1,0
4870,WP_199222576.1,1
4871,WP_173427104.1,1
4872,WP_063673485.1,1
4873,TAL86179.1,1
4874,WP_196480039.1,1
4875,KTF40546.1,1
4876,OLA73918.1,0
4877,WP_058359987.1,1
4878,WP_087203601.1,0
4879,WP_089288548.1,1
4880,WP_193565941.1,1
4881,CCP40426.1,1
4882,KAB7780944.1,1
4883,WP_196480416.1,1
4884,WP_161090115.1,1
4885,WP_184668927.1,1
4886,WP_172837953.1,1
4887,HAT31231.1,1
4888,WP_193312546.1,1
4889,WP_082064742.1,1
4890,WP_176717094.1,1
4891,WP_153205087.1,1
4892,MBC7508643.1,0
4893,WP_142743067.1,1
4894,OAX54413.1,1
4895,WP_017164144.1,1
4896,WP_170205359.1,1
4897,WP_175402478.1,1
4898,OAX61738.1,1
4899,WP_009606744.1,1
4900,HCV55835.1,0
4901,PKM16179.1,1
4902,WP_080932958.1,1
4903,TXI51129.1,1
4904,NNJ39606.1,0
4905,KWV16087.1,1
4906,MBB6241693.1,1
4907,WP_145621444.1,1
4908,CCY98413.1,0
4909,WP_088875375.1,1
4910,WP_196484268.1,1
4911,RLW70814.1,0
4912,CTP91898.1,1
4913,WP_080933377.1,1
4914,MBL0335759.1,0
4915,CTP88338.1,1
4916,WP_184451641.1,1
4917,WP_145613127.1,1
4918,WP_053835526.1,1
4919,WP_053839196.1,1
4920,MXV12164.1,1
4921,WP_080928045.1,1
4922,WP_012915258.1,1
4923,WP_080932398.1,1
4924,WP_043095537.1,1
4925,WP_023450605.1,1
4926,KAA8920565.1,1
4927,WP_080934246.1,1
4928,WP_191091366.1,1
4929,WP_053842151.1,1
4930,WP_155464415.1,1
4931,WP_191824594.1,1
4932,WP_184601136.1,1
4933,MBF1235553.1,0
4934,MBD5528224.1,0
4935,WP_017461593.1,1
4936,WP_100132231.1,1
4937,MBF1261881.1,0
4938,WP_173302560.1,0
4939,WP_179567153.1,1
4940,OZB59915.1,1
4941,WP_160971059.1,1
4942,KAB7764714.1,1
4943,WP_202395013.1,1
4944,KAB7779691.1,1
4945,WP_193314200.1,1
4946,WP_193314696.1,1
4947,QNH11399.1,1
4948,WP_185825559.1,1
4949,WP_184447122.1,1
4950,NNE47840.1,0
4951,HCB17315.1,0
4952,WP_017913219.1,1
4953,WP_185823294.1,1
4954,WP_173003361.1,1
4955,MRG99408.1,1
4956,WP_006272465.1,1
4957,WP_081482016.1,1
4958,WP_010344532.1,1
4959,WP_023457211.1,1
4960,WP_185816495.1,1
4961,WP_170874036.1,1
4962,MBL8791887.1,0
4963,WP_107959057.1,1
4964,PIQ36523.1,1
4965,RZM36042.1,1
4966,WP_176499873.1,1
4967,MBJ7416092.1,1
4968,PKM08830.1,1
4969,WP_056720353.1,1
4970,MBD5148446.1,0
4971,WP_187504273.1,1
4972,MTL83673.1,0
4973,KLD75751.1,1
4974,KPF86315.1,1
4975,WP_018061642.1,1
4976,WP_104558121.1,1
4977,ALL15239.1,1
4978,WP_084745805.1,1
4979,KQM70754.1,1
4980,OJS82655.1,0
4981,TAM60575.1,1
4982,WP_013478871.1,1
4983,WP_156350543.1,1
4984,WP_108505259.1,1
4985,WP_145735398.1,1
4986,MBE6042193.1,0
4987,WP_136190110.1,1
4988,PIW08191.1,0
4989,WP_139226858.1,1
4990,MBL8550594.1,1
