,accession,y_hmm,y_dp
375,WP_120950486.1 amylosucrase [Arthrobacter oryzae],1,1
376,QIE43884.1 amylosucrase (plasmid) [Rhodobacteraceae bacterium SC52],1,1
377,WP_104308162.1 amylosucrase [Rathayibacter sp. AY1H2],1,1
378,WP_104283845.1 MULTISPECIES: amylosucrase [unclassified Rathayibacter],1,1
379,WP_104326809.1 MULTISPECIES: amylosucrase [unclassified Rathayibacter],1,1
380,WP_104350268.1 amylosucrase [Rathayibacter sp. AY1A4],1,1
381,WP_104352722.1 amylosucrase [Rathayibacter sp. AY1F3],1,1
382,WP_159906361.1 amylosucrase [Rathayibacter sp. VKM Ac-2759],1,1
383,WP_104304287.1 amylosucrase [Rathayibacter sp. AY2B3],1,1
384,WP_104280738.1 amylosucrase [Rathayibacter sp. AY1B5],1,1
385,KQY25645.1 amylosucrase [Cellulomonas sp. Root485],1,1
386,WP_179434725.1 amylosucrase [Lysinimonas sp. SLBN-160],1,1
387,WP_124090935.1 DUF3459 domain-containing protein [Arthrobacter ulcerisalmonis],1,1
388,"HHY56900.1 TPA: DUF3459 domain-containing protein, partial [Chloroflexi bacterium]",1,1
389,WP_104277638.1 MULTISPECIES: amylosucrase [unclassified Rathayibacter],1,1
390,WP_104238190.1 MULTISPECIES: amylosucrase [unclassified Rathayibacter],1,1
391,WP_133347640.1 amylosucrase [Arthrobacter nitrophenolicus],1,1
392,WP_104256184.1 MULTISPECIES: amylosucrase [unclassified Rathayibacter],1,1
393,WP_104295214.1 amylosucrase [Rathayibacter sp. AY1C6],1,1
394,WP_104345863.1 amylosucrase [Rathayibacter sp. AY1E2],1,1
395,WP_104325830.1 amylosucrase [Rathayibacter sp. AY1B8],1,1
396,WP_159941132.1 amylosucrase [Rathayibacter sp. VKM Ac-2762],1,1
397,SNU01052.1 amylosucrase [Ruaniaceae bacterium KH17],1,1
398,WP_104272768.1 amylosucrase [Rathayibacter sp. AY1D9],1,1
399,WP_104328584.1 MULTISPECIES: amylosucrase [unclassified Rathayibacter],1,1
400,WP_104287983.1 MULTISPECIES: amylosucrase [unclassified Rathayibacter],1,1
401,WP_055860216.1 alpha-amylase family protein [Yonghaparkia sp. Soil809],1,1
402,WP_104226980.1 amylosucrase [Rathayibacter sp. AY1E6],1,1
403,WP_104268763.1 MULTISPECIES: amylosucrase [unclassified Rathayibacter],1,1
404,WP_104323780.1 amylosucrase [Rathayibacter sp. AY1B7],1,1
405,WP_160036153.1 amylosucrase [Rathayibacter sp. VKM Ac-2805],1,1
406,WP_104263828.1 amylosucrase [Rathayibacter iranicus],1,1
407,WP_157453852.1 DUF3459 domain-containing protein [Cellulomonas sp. Root485],1,1
408,WP_089993766.1 amylosucrase [Cognatiyoonia koreensis],1,1
409,WP_104319233.1 amylosucrase [Rathayibacter sp. AY1D1],1,1
410,WP_082485444.1 amylosucrase [Rathayibacter sp. Leaf296],1,1
411,TCS62834.1 amylosucrase [Primorskyibacter sedentarius],1,1
412,OCT55055.1 Amylosucrase [Cladophialophora carrionii],1,1
413,KQQ07946.1 amylosucrase [Rathayibacter sp. Leaf296],1,1
414,WP_104351557.1 amylosucrase [Rathayibacter sp. AY1E8],1,1
415,SMH46856.1 amylosucrase [Rathayibacter oskolensis],1,1
416,WP_061972734.1 amylosucrase [Aureimonas sp. AU20],1,1
417,WP_104247831.1 MULTISPECIES: amylosucrase [unclassified Rathayibacter],1,1
418,WP_056081307.1 amylosucrase [Arthrobacter sp. Leaf137],1,1
419,GEL97090.1 amylosucrase [Cellulomonas terrae],1,1
420,WP_194396555.1 amylosucrase [Microbacterium sp. WY121],1,1
421,WP_068210765.1 amylosucrase [Rathayibacter tanaceti],1,1
422,WP_091707741.1 amylosucrase [Microbacterium sp. cf046],1,1
423,WP_104338313.1 amylosucrase [Rathayibacter sp. AY1F9],1,1
424,MBC7723656.1 alpha-amylase family protein [Burkholderiaceae bacterium],1,1
425,XP_007784561.1 hypothetical protein W97_08504 [Coniosporium apollinis CBS 100218],1,1
426,WP_129588063.1 alpha-amylase family protein [Rathayibacter oskolensis],1,1
427,WP_144833906.1 amylosucrase [Microbacterium sp. BH-3-3-3],1,1
428,WP_104223577.1 MULTISPECIES: amylosucrase [unclassified Rathayibacter],1,1
429,WP_127046079.1 amylosucrase [Labedella endophytica],1,1
430,HAJ38284.1 TPA: amylosucrase [Chloroflexi bacterium],1,1
431,WP_179439263.1 amylosucrase [Microbacterium sp. 3290],1,1
432,WP_107575512.1 amylosucrase [Rathayibacter caricis],1,1
433,WP_062114416.1 DUF3459 domain-containing protein [Aureimonas sp. AU40],1,1
434,WP_186813258.1 DUF3459 domain-containing protein [Cellulomonas xylanilytica],1,1
435,MBI5160817.1 DUF3459 domain-containing protein [Micrococcales bacterium],1,1
436,WP_188912577.1 amylosucrase [Aureimonas endophytica],1,1
437,WP_146844798.1 DUF3459 domain-containing protein [Cellulomonas terrae],1,1
438,OOB89413.1 amylosucrase [Rathayibacter sp. VKM Ac-2630],1,1
439,WP_077224292.1 amylosucrase [Rathayibacter sp. VKM Ac-2630],1,1
440,WP_104261199.1 amylosucrase [Rathayibacter sp. AY1H3],1,1
441,WP_158872856.1 DUF3459 domain-containing protein [Jiella sp. R10],1,1
442,MBK7203912.1 alpha-glucosidase C-terminal domain-containing protein [Anaerolineae bacterium],1,1
443,WP_116284449.1 DUF3459 domain-containing protein [Subtercola boreus],1,1
444,WP_097166560.1 alpha-amylase family protein [Rathayibacter rathayi],1,1
445,STX07257.1 Amylosucrase [Kocuria rosea],1,1
446,KQR16262.1 amylosucrase [Cellulomonas sp. Leaf334],1,1
447,WP_082481575.1 amylosucrase [Rathayibacter sp. Leaf299],1,1
448,WP_132245560.1 alpha-glucosidase C-terminal domain-containing protein [Primorskyibacter sedentarius],1,1
449,WP_119481328.1 DUF3459 domain-containing protein [Amnibacterium setariae],1,1
450,WP_162459632.1 amylosucrase [Kocuria sediminis],1,1
451,TQN38875.1 amylosucrase [Kocuria rosea],1,1
452,XP_009159535.1 amylosucrase [Exophiala dermatitidis NIH/UT8656],1,1
453,"HGT16762.1 TPA: DUF3459 domain-containing protein, partial [Chloroflexi bacterium]",1,1
454,EYT55545.1 amylosucrase [Kocuria sp. UCD-OTCP],1,1
455,WP_042734523.1 amylosucrase [Rathayibacter toxicus],1,1
456,GEO95626.1 amylosucrase [Kocuria turfanensis],1,1
457,VEI51510.1 Amylosucrase [Kocuria rosea],1,1
458,KQQ19317.1 amylosucrase [Rathayibacter sp. Leaf299],1,1
459,WP_062737004.1 amylosucrase [Kocuria turfanensis],1,1
460,XP_008727702.1 hypothetical protein G647_05148 [Cladophialophora carrionii CBS 160.54],1,1
461,MBI3241893.1 alpha-glucosidase C-terminal domain-containing protein [Chloroflexi bacterium],1,1
462,MBK9229433.1 alpha-glucosidase C-terminal domain-containing protein [Anaerolineae bacterium],1,1
463,WP_116418298.1 amylosucrase [Subtercola boreus],1,1
464,WP_187698312.1 alpha-amylase family protein [Rathayibacter agropyri],1,1
465,WP_104318250.1 alpha-amylase family protein [Rathayibacter rathayi],1,1
466,WP_109243592.1 MULTISPECIES: amylosucrase [Kocuria],1,1
467,KQS97152.1 amylosucrase [Cellulomonas sp. Leaf395],1,1
468,WP_081656887.1 amylosucrase [Rathayibacter toxicus],1,1
469,WP_203189426.1 amylosucrase [Stenotrophomonas maltophilia],1,1
470,WP_154097491.1 amylosucrase [Microbacterium testaceum],1,1
471,WP_181137025.1 amylosucrase [Rathayibacter toxicus],1,1
472,WP_053004757.1 amylosucrase [Kocuria sp. SM24M-10],1,1
473,WP_200941649.1 amylosucrase [Cellulomonas sp. Leaf395],1,1
474,WP_056042588.1 MULTISPECIES: amylosucrase [unclassified Rathayibacter],1,1
475,KLU10843.1 amylosucrase [Kocuria sp. SM24M-10],1,1
476,WP_082494925.1 DUF3459 domain-containing protein [Cellulomonas sp. Leaf334],1,1
477,WP_068252082.1 amylosucrase [Rathayibacter tritici],1,1
478,WP_173235285.1 MULTISPECIES: amylosucrase [unclassified Rathayibacter],1,1
479,MBK6430734.1 alpha-glucosidase C-terminal domain-containing protein [Anaerolineae bacterium],1,1
480,WP_050686329.1 DUF3459 domain-containing protein [Arthrobacter sp. ZBG10],1,1
481,WP_159986679.1 amylosucrase [Rathayibacter sp. VKM Ac-2760],1,1
482,GEO91862.1 amylosucrase [Kocuria flava],1,1
483,WP_173287717.1 amylosucrase [Rathayibacter sp. VKM Ac-2857],1,1
484,WP_058859683.1 amylosucrase [Kocuria flava],1,1
485,PPI56401.1 amylosucrase [Rathayibacter toxicus],1,1
486,WP_204162145.1 MULTISPECIES: amylosucrase [unclassified Rathayibacter],1,1
487,WP_104259546.1 amylosucrase [Rathayibacter tritici],1,1
488,MWV49372.1 amylosucrase [Rathayibacter sp. VKM Ac-2803],1,1
489,TCL81554.1 amylosucrase [Rathayibacter sp. PhB192],1,1
490,ROP43030.1 amylosucrase [Rathayibacter sp. PhB186],1,1
491,TDX76637.1 amylosucrase [Rathayibacter sp. PhB151],1,1
492,WP_127887172.1 amylosucrase [Rathayibacter festucae],1,1
493,WP_123737769.1 MULTISPECIES: amylosucrase [unclassified Rathayibacter],1,1
494,ROQ03122.1 amylosucrase [Rathayibacter sp. PhB93],1,1
495,NOS98153.1 amylosucrase [Methylotenera sp.],1,1
496,WP_132437780.1 MULTISPECIES: amylosucrase [unclassified Rathayibacter],1,1
497,XP_008714632.1 hypothetical protein HMPREF1541_02054 [Cyphellophora europaea CBS 101466],1,1
498,WP_035924662.1 amylosucrase [Kocuria polaris],1,1
499,WP_185038946.1 amylosucrase [Rathayibacter sp. PhB127],1,1
500,XP_007758113.1 hypothetical protein A1O7_05916 [Cladophialophora yegresii CBS 114405],1,1
501,WP_056595653.1 DUF3459 domain-containing protein [Arthrobacter sp. Leaf141],1,1
502,ROQ54575.1 amylosucrase [Rathayibacter sp. PhB152],1,1
503,NOT64677.1 amylosucrase [Methylotenera sp.],1,1
504,WP_176337235.1 amylosucrase [Kocuria salina],1,1
505,WP_123447725.1 MULTISPECIES: amylosucrase [unclassified Rathayibacter],1,1
506,ROS25140.1 amylosucrase [Rathayibacter sp. PhB127],1,1
507,WP_115163638.1 amylosucrase [Kocuria rosea],1,1
508,WP_017831740.1 hypothetical protein [Kocuria rosea],1,1
509,WP_126347049.1 amylosucrase [Kocuria rosea],1,1
510,WP_109221599.1 amylosucrase [Kocuria rosea],1,1
511,GGG46531.1 amylosucrase [Kocuria dechangensis],1,1
512,XP_013261766.1 hypothetical protein A1O9_04020 [Exophiala aquamarina CBS 119918],1,1
513,WP_133963204.1 amylosucrase [Rathayibacter sp. PhB151],1,1
514,WP_123734110.1 amylosucrase [Rathayibacter sp. PhB152],1,1
515,WP_104271486.1 amylosucrase [Rathayibacter tritici],1,1
516,XP_016252475.1 hypothetical protein PV07_03819 [Cladophialophora immunda],1,1
517,WP_133409929.1 amylosucrase [Kocuria rosea],1,1
518,WP_112254978.1 amylosucrase [Kocuria rhizophila],1,1
519,WP_199281574.1 DUF3459 domain-containing protein [Salinibacterium sp. CAN_S4],1,1
520,"OQV03697.1 Alpha amylase, catalytic domain-containing protein [Cladophialophora immunda]",1,1
521,WP_053548837.1 amylosucrase [Microbacterium chocolatum],1,1
522,WP_101852992.1 amylosucrase [Kocuria flava],1,1
523,WP_095650009.1 amylosucrase [Kocuria sp. WN036],1,1
524,MBG6056025.1 amylosucrase [Salinibacterium sp. CAN_S4],1,1
525,KPL73089.1 amylosucrase [Ornatilinea apprima],1,1
526,WP_183420360.1 alpha-amylase family protein [Microbacterium proteolyticum],1,1
527,WP_058873340.1 amylosucrase [Kocuria polaris],1,1
528,WP_163288230.1 amylosucrase [Diaminobutyricibacter tongyongensis],1,1
529,XP_022500117.1 hypothetical protein AYO20_05582 [Fonsecaea nubica],1,1
530,"MBA4102031.1 amylosucrase, partial [Arthrobacter sp.]",1,1
531,WP_014435062.1 alpha-glucosidase C-terminal domain-containing protein [Caldilinea aerophila],1,1
532,WP_183533295.1 amylosucrase [Microbacterium sp. B8U3A],1,1
533,GFZ51142.1 hypothetical protein JCM24511_08900 [Saitozyma sp. JCM 24511],1,1
534,WP_095797248.1 MULTISPECIES: amylosucrase [Kocuria],1,1
535,WP_159422313.1 amylosucrase [Rathayibacter festucae],1,1
536,WP_188534485.1 amylosucrase [Kocuria dechangensis],1,1
537,ODT09904.1 amylosucrase [Microbacterium sp. SCN 70-18],1,1
538,HDX31876.1 TPA: DUF3459 domain-containing protein [Caldilinea aerophila],1,1
539,RSH91570.1 hypothetical protein EHS25_009869 [Saitozyma podzolica],1,1
540,KIW67001.1 hypothetical protein PV04_06279 [Phialophora americana],1,1
541,XP_016629618.1 hypothetical protein Z520_08615 [Fonsecaea multimorphosa CBS 102226],1,1
542,NMC53678.1 amylosucrase [Chloroflexi bacterium],1,1
543,OAL21341.1 hypothetical protein AYO22_08064 [Fonsecaea multimorphosa],1,1
544,WP_097059226.1 amylosucrase [Salinibacterium xinjiangense],1,1
545,WP_184752320.1 alpha-amylase family protein [Microbacterium thalassium],1,1
546,WP_150448325.1 amylosucrase [Microbacterium rhizomatis],1,1
547,SOE45472.1 amylosucrase [Salinibacterium xinjiangense],1,1
548,XP_013289246.1 hypothetical protein Z517_00828 [Fonsecaea pedrosoi CBS 271.37],1,1
549,WP_202129926.1 amylosucrase [Rathayibacter iranicus],1,1
550,KTR87625.1 amylosucrase [Microbacterium testaceum],1,1
551,WP_153004351.1 amylosucrase [Microbacterium testaceum],1,1
552,XP_007722591.1 hypothetical protein A1O1_03498 [Capronia coronata CBS 617.96],1,1
553,PZP35414.1 amylosucrase [Kocuria rhizophila],1,1
554,XP_022516186.1 hypothetical protein AYO21_01691 [Fonsecaea monophora],1,1
555,WP_135848688.1 alpha-amylase family protein [Serinibacter arcticus],1,1
556,KQR86960.1 amylosucrase [Microbacterium sp. Leaf179],1,1
557,KZE43125.1 amylosucrase [Microbacterium sp. T32],1,1
558,WP_173252010.1 amylosucrase [Rathayibacter sp. VKM Ac-2835],1,1
559,WP_082509506.1 alpha-amylase family protein [Microbacterium sp. Leaf179],1,1
560,WP_082822761.1 amylosucrase [Microbacterium sp. T32],1,1
561,ODT41115.1 amylosucrase [Microbacterium sp. SCN 71-17],1,1
562,WP_132504582.1 amylosucrase [Rathayibacter tanaceti],1,1
563,WP_160090388.1 amylosucrase [Rathayibacter sp. VKM Ac-2804],1,1
564,XP_007748690.1 hypothetical protein A1O5_09922 [Cladophialophora psammophila CBS 110553],1,1
565,WP_192635810.1 DUF3459 domain-containing protein [Microbacterium sp. OAP127],1,1
566,NLF78941.1 DUF3459 domain-containing protein [Chloroflexi bacterium],1,1
567,XP_018693861.1 hypothetical protein AYL99_05496 [Fonsecaea erecta],1,1
568,MBE2233447.1 alpha-glucosidase C-terminal domain-containing protein [Anaerolinea sp.],1,1
569,KIV84544.1 hypothetical protein PV11_00318 [Exophiala sideris],1,1
570,NSW52114.1 alpha-glucosidase C-terminal domain-containing protein [Anaerolineae bacterium],1,1
571,WP_083696721.1 amylosucrase [Microbacterium sp. RURRCA19A],1,1
572,XP_016221682.1 hypothetical protein PV10_07449 [Exophiala mesophila],1,1
573,WP_115919033.1 amylosucrase [Microbacterium chocolatum],1,1
574,WP_191915630.1 MULTISPECIES: alpha-amylase family protein [unclassified Microbacterium],1,1
575,KQR23666.1 amylosucrase [Microbacterium sp. Leaf151],1,1
576,WP_150971009.1 DUF3459 domain-containing protein [Aureimonas leprariae],1,1
577,WP_070409546.1 alpha-amylase family protein [Microbacterium sp. BH-3-3-3],1,1
578,WP_082484971.1 amylosucrase [Microbacterium sp. Leaf151],1,1
579,KQT72273.1 amylosucrase [Microbacterium sp. Leaf436],1,1
580,PKN91813.1 amylosucrase [Chloroflexi bacterium HGW-Chloroflexi-6],1,1
581,WP_082516600.1 alpha-amylase family protein [Microbacterium sp. Leaf436],1,1
582,WP_150958747.1 amylosucrase [Microbacterium testaceum],1,1
583,WP_109229001.1 DUF3459 domain-containing protein [Miniimonas sp. PCH200],1,1
584,WP_108719079.1 DUF3459 domain-containing protein [Miniimonas sp. S16],1,1
585,RVX74320.1 hypothetical protein B0A52_01445 [Exophiala mesophila],1,1
586,WP_094261513.1 alpha-amylase family protein [Microbacterium sp. Yaish 1],1,1
587,MBK8048332.1 amylosucrase [Anaerolineales bacterium],1,1
588,MBG0785694.1 alpha-glucosidase C-terminal domain-containing protein [Anaerolineaceae bacterium],1,1
589,MBK7821265.1 DUF3459 domain-containing protein [Tessaracoccus sp.],1,1
590,HCX85557.1 TPA: amylosucrase [Micrococcales bacterium],1,1
591,WP_141884243.1 amylosucrase [Microbacterium sp. SLBN-158],1,1
592,WP_194609269.1 MULTISPECIES: alpha-amylase family protein [unclassified Rathayibacter],1,1
593,WP_178009666.1 amylosucrase [Microbacterium oleivorans],1,1
594,WP_154923869.1 amylosucrase [Microbacterium testaceum],1,1
595,WP_139985799.1 DUF3459 domain-containing protein [Miniimonas arenae],1,1
596,WP_160487527.1 amylosucrase [Rathayibacter rathayi],1,1
597,WP_127096517.1 DUF3459 domain-containing protein [Microbacterium lemovicicum],1,1
598,WP_119869925.1 alpha-amylase family protein [Frondihabitans sp. 762G35],1,1
599,KTS02948.1 amylosucrase [Microbacterium testaceum],1,1
600,WP_192014010.1 alpha-amylase family protein [Microbacterium sp. CFBP 8794],1,1
601,WP_153003372.1 amylosucrase [Microbacterium testaceum],1,1
602,WP_120262567.1 DUF3459 domain-containing protein [Microbacterium sp. AG238],1,1
603,KSU52952.1 amylosucrase [Microbacterium enclense],1,1
604,WP_134128011.1 amylosucrase [Microbacterium sp. NFIX05],1,1
605,WP_061917003.1 alpha-glucosidase C-terminal domain-containing protein [Bellilinea caldifistulae],1,1
606,WP_202129503.1 alpha-amylase family protein [Rathayibacter rathayi],1,1
607,WP_139168114.1 amylosucrase [Microbacterium enclense],1,1
608,WP_157593835.1 amylosucrase [Rathayibacter tritici],1,1
609,WP_158861817.1 DUF3459 domain-containing protein [Leifsonia sp. AG29],1,1
610,"MBI5567474.1 alpha-amylase family protein, partial [Chloroflexi bacterium]",1,1
611,WP_179559186.1 amylosucrase [Microbacterium sp. AK009],1,1
612,KTS09091.1 amylosucrase [Microbacterium testaceum],1,1
613,WP_073186204.1 DUF3459 domain-containing protein [Tessaracoccus bendigoensis],1,1
614,XP_016622302.1 hypothetical protein Z519_04218 [Cladophialophora bantiana CBS 173.52],1,1
615,WP_170063554.1 amylosucrase [Rathayibacter tritici],1,1
616,WP_153004768.1 amylosucrase [Microbacterium testaceum],1,1
617,MBE2237833.1 alpha-glucosidase C-terminal domain-containing protein [Caldilineaceae bacterium],1,1
618,WP_141611279.1 alpha-glucosidase C-terminal domain-containing protein [Litorilinea aerophila],1,1
619,WP_158039089.1 amylosucrase [Pseudoclavibacter chungangensis],1,1
620,WP_091487470.1 amylosucrase [Microbacterium pygmaeum],1,1
621,WP_144806229.1 amylosucrase [Microbacterium sp. SLBN-1],1,1
622,KTS80769.1 amylosucrase [Microbacterium testaceum],1,1
623,MBL8095981.1 hypothetical protein JNL73_17525 [Anaerolineales bacterium],1,1
624,WP_083710528.1 amylosucrase [Microbacterium sp. RU33B],1,1
625,WP_013585839.1 alpha-amylase family protein [Microbacterium testaceum],1,1
626,MBI1298196.1 amylosucrase [bacterium],1,1
627,WP_191926676.1 alpha-amylase family protein [Microbacterium sp. CFBP 13617],1,1
628,WP_133542003.1 alpha-amylase family protein [Microbacterium sp. BK668],1,1
629,WP_153001481.1 amylosucrase [Microbacterium testaceum],1,1
630,NWF71089.1 amylosucrase [Chloroflexi bacterium],1,1
631,WP_145011259.1 amylosucrase [Kocuria salsicia],1,1
632,WP_123738389.1 amylosucrase [Salana multivorans],1,1
633,WP_112614818.1 alpha-amylase family protein [Microbacterium sp. SMR1],1,1
634,MBD3757680.1 DUF3459 domain-containing protein [Microbacterium sp.],1,1
635,WP_116227835.1 alpha-amylase family protein [Microbacterium sp. 1294],1,1
636,XP_017997423.1 Amylosucrase [Phialophora attinorum],1,1
637,WP_144941494.1 amylosucrase [Kocuria salsicia],1,1
638,WP_067166816.1 alpha-amylase family protein [Microbacterium sp. TNHR37B],1,1
639,WP_116537100.1 amylosucrase [Microbacterium testaceum],1,1
640,PZU45121.1 amylosucrase [Microbacterium sp.],1,1
641,WP_114589509.1 alpha-amylase family protein [Microbacterium arborescens],1,1
642,XP_016236740.1 hypothetical protein PV08_06579 [Exophiala spinifera],1,1
643,MBC6934851.1 amylosucrase [Chloroflexi bacterium],1,1
644,WP_082330819.1 alpha-amylase family protein [Kocuria palustris],1,1
645,WP_061712506.1 alpha-amylase family protein [Kocuria palustris],1,1
646,WP_144785676.1 amylosucrase [Microbacterium sp. BH-3-3-3],1,1
647,WP_081349874.1 amylosucrase [Microbacterium testaceum],1,1
648,WP_126874194.1 MULTISPECIES: alpha-amylase family protein [unclassified Kocuria],1,1
649,PZO69036.1 amylosucrase [Kocuria palustris],1,1
650,KQM38671.1 amylosucrase [Microbacterium sp. Leaf203],1,1
651,GIG28293.1 amylosucrase [Cellulomonas marina],1,1
652,NOY97709.1 amylosucrase [Chloroflexi bacterium],1,1
653,WP_055083283.1 MULTISPECIES: alpha-amylase family protein [Kocuria],1,1
654,MBI5303469.1 alpha-glucosidase C-terminal domain-containing protein [Chloroflexi bacterium],1,1
655,WP_082450440.1 amylosucrase [Microbacterium sp. Leaf203],1,1
656,WP_024289427.1 alpha-amylase family protein [Microbacterium sp. KROCY2],1,1
657,WP_138172671.1 amylosucrase [Microbacterium sp. 5K110],1,1
658,WP_084670278.1 MULTISPECIES: alpha-amylase family protein [Microbacterium],1,1
659,WP_129337415.1 DUF3459 domain-containing protein [Cellulomonas endophytica],1,1
660,WP_108317327.1 amylosucrase [Microbacterium sp. HMWF026],1,1
661,WP_023950655.1 alpha-amylase family protein [Microbacterium sp. TS-1],1,1
662,APF35603.1 amylosucrase [Microbacterium paludicola],1,1
663,WP_090030389.1 DUF3459 domain-containing protein [Cellulomonas marina],1,1
664,ALB04123.1 amylosucrase [Kocuria palustris],1,1
665,HGT56134.1 TPA: amylosucrase [Anaerolineae bacterium],1,1
666,WP_091497855.1 amylosucrase [Microbacterium sp. cf332],1,1
667,RKR75334.1 amylosucrase [Frondihabitans australicus],1,1
668,WP_064956553.1 alpha-amylase family protein [Microbacterium arborescens],1,1
